Name,lattitude,Temperature,Humidity,Cloudiness,Windspeed
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Bom Jesus da Lapa,-13.25,304.15,58,40,4.6
San Buenaventura,27.06,297.66,34,4,0.54
Kysyl-Syr,63.9,235.34,94,64,4.11
Katsuura,33.93,279.15,75,40,4.6
Luancheng,37.88,270.15,100,90,1.0
Mitu,36.2,272.07,98,99,3.36
Kumbo,6.21,293.95,41,0,2.09
Pozo Colorado,-23.49,308.98,35,100,0.93
Valparaiso,41.47,280.26,70,20,8.7
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Myre,62.25,274.49,96,90,4.6
Isangel,-19.55,297.25,85,100,2.87
Cabo San Lucas,22.89,298.08,73,5,2.12
Werda,-25.27,299.79,51,99,1.96
Aketi,2.74,296.93,69,58,0.94
Sosnovo-Ozerskoye,52.53,257.49,97,99,3.95
Todi,42.78,284.69,82,75,2.6
Sri Aman,1.24,297.08,100,100,0.29
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Gezing,47.92,275.91,81,100,2.6
Nantucket,41.28,274.58,55,1,3.1
Kirakira,-10.46,298.66,85,100,2.31
Vysokogornyy,50.1,243.55,97,67,0.72
Santa Rosa,-36.62,310.44,7,32,6.53
Hami,42.84,268.27,60,0,0.84
Mansehra,34.33,279.05,26,99,3.6
Huesca,42.14,281.17,100,90,6.2
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Kiunga,-6.12,294.43,91,48,0.45
Beringovskiy,63.05,254.79,93,98,14.22
Evanston,42.04,278.87,86,40,5.1
Qasigiannguit,68.82,257.15,54,23,1.5
Manado,1.49,297.15,94,20,0.5
Saldanha,41.42,280.44,98,93,1.84
Beidao,34.57,271.9,65,0,0.38
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Ales,44.13,283.19,81,44,3.6
Bulungu,-4.54,296.17,89,83,1.21
Kayes,14.44,305.98,9,93,4.14
Kiruna,67.86,266.15,92,90,1.0
Chunskiy,56.08,269.15,92,100,3.59
Longyearbyen,78.22,257.15,71,20,3.1
Hambantota,6.12,299.72,81,100,6.62
Karpathos,35.51,290.15,63,20,7.2
Fort Walton Beach,30.41,291.57,82,75,4.6
Luderitz,-26.65,294.15,73,77,4.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Kuala Terengganu,5.33,299.95,78,40,5.1
Champerico,16.38,299.15,57,20,3.6
Harper,30.3,292.27,59,1,7.7
Batagay-Alyta,67.8,248.58,69,0,1.76
Tibati,6.47,298.86,21,69,2.95
Buloh Kasap,2.55,298.15,83,20,2.1
Linqiong,30.42,282.87,93,98,1.0
Ambon,47.55,284.2,76,75,5.7
Angoche,-16.23,299.28,79,79,1.7
Vanavara,60.35,262.85,96,98,2.05
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Warmbad,50.67,281.46,75,90,4.1
Westport,41.14,275.26,59,1,2.6
Atamanovka,51.92,254.15,84,41,1.0
Maniitsoq,65.42,265.26,45,100,1.05
Muriti,-1.99,294.15,88,40,1.58
Mahajanga,-15.72,299.15,94,40,1.5
Ahipara,-35.17,288.15,100,79,7.0
Yulara,-25.24,305.15,17,61,7.7
